DonorName,climate_funding,climate finance (including nature),environment_funding,mitigation_funding,adaptation_funding,effective_funding
Switzerland,0.0,115.94357219299997,115.94357219299997,0.0,0.0,115.94357219299997
Switzerland,0.0,273.5140692617,273.5140692617,0.0,0.0,273.5140692617
Switzerland,3.1970105279999994,3.1970105279999994,0.0,3.1970105279999994,0.0,3.1970105279999994
Switzerland,15.189254043,15.189254043,0.0,15.189254043,0.0,15.189254043
Switzerland,28.01762501,28.01762501,0.0,28.01762501,0.0,28.01762501
Switzerland,43.985223051,43.985223051,0.0,43.985223051,0.0,43.985223051
Switzerland,66.47860981,66.47860981,0.0,66.47860981,0.0,66.47860981
Switzerland,111.83552099945999,111.83552099945999,0.0,111.83552099945999,0.0,111.83552099945999
Switzerland,366.65170648595307,366.65170648595307,0.0,0.0,366.65170648595307,366.65170648595307
Turkey,0.0,0.018410000000000003,0.018410000000000003,0.0,0.0,0.018410000000000003
Turkey,0.13858,0.13858,0.0,0.13858,0.0,0.13858
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,0.0,0.11148000000000001,0.11148000000000001,0.0,0.0,0.11148000000000001
United Arab Emirates,0.0,0.7685356399999999,0.7685356399999999,0.0,0.0,0.7685356399999999
United Arab Emirates,0.0,2.8250240000000004,2.8250240000000004,0.0,0.0,2.8250240000000004
United Arab Emirates,0.0,5.317411,5.317411,0.0,0.0,5.317411
United Arab Emirates,0.11,0.11,0.0,0.11,0.0,0.11
United Arab Emirates,0.18767,0.18767,0.0,0.18767,0.0,0.18767
United Arab Emirates,0.23373,0.23373,0.0,0.23373,0.0,0.23373
United Arab Emirates,0.44406,0.44406,0.0,0.44406,0.0,0.44406
United Arab Emirates,10.413360199999998,10.413360199999998,0.0,0.0,10.413360199999998,10.413360199999998
United Arab Emirates,57.252842199999996,57.252842199999996,0.0,57.252842199999996,0.0,57.252842199999996
United Arab Emirates,132.36528,132.36528,0.0,132.36528,0.0,132.36528
United Kingdom,0.0,53.453390847,53.453390847,0.0,0.0,53.453390847
United Kingdom,0.0,89.06858205699996,89.06858205699996,0.0,0.0,89.06858205699996
United Kingdom,0.0,243.47401214400008,243.47401214400008,0.0,0.0,243.47401214400008
United Kingdom,0.0,652.1618389036,652.1618389036,0.0,0.0,652.1618389036
United Kingdom,0.6430794,0.6430794,0.0,0.6430794,0.0,0.6430794
United Kingdom,3.391238,3.391238,0.0,3.391238,0.0,3.391238
United Kingdom,6.5744354099999995,6.5744354099999995,0.0,6.5744354099999995,0.0,6.5744354099999995
United Kingdom,8.09580246,8.09580246,0.0,8.09580246,0.0,8.09580246
United Kingdom,38.440601769,38.440601769,0.0,38.440601769,0.0,38.440601769
United Kingdom,89.5477634018,89.5477634018,0.0,89.5477634018,0.0,89.5477634018
United Kingdom,142.439589354,142.439589354,0.0,142.439589354,0.0,142.439589354
United Kingdom,760.3989949589999,760.3989949589999,0.0,760.3989949589999,0.0,760.3989949589999
United Kingdom,851.9983187142002,851.9983187142002,0.0,851.9983187142002,0.0,851.9983187142002
United Kingdom,2730.90647871926,2730.90647871926,0.0,0.0,2730.90647871926,2730.90647871926
United States,0.0,119.833561,119.833561,0.0,0.0,119.833561
United States,0.0,413.16739800000005,413.16739800000005,0.0,0.0,413.16739800000005
United States,0.0,619.456221,619.456221,0.0,0.0,619.456221
United States,0.0,744.2013820000001,744.2013820000001,0.0,0.0,744.2013820000001
United States,0.014369,0.014369,0.0,0.014369,0.0,0.014369
United States,2.718584,2.718584,0.0,2.718584,0.0,2.718584
United States,9.919995999999998,9.919995999999998,0.0,9.919995999999998,0.0,9.919995999999998
United States,29.384710000000002,29.384710000000002,0.0,29.384710000000002,0.0,29.384710000000002
United States,50.44967000000001,50.44967000000001,0.0,50.44967000000001,0.0,50.44967000000001
United States,115.804946,115.804946,0.0,115.804946,0.0,115.804946
United States,244.666936,244.666936,0.0,244.666936,0.0,244.666936
United States,464.00407600000005,464.00407600000005,0.0,464.00407600000005,0.0,464.00407600000005
United States,566.1907390000002,566.1907390000002,0.0,566.1907390000002,0.0,566.1907390000002
United States,1281.330668,1281.330668,0.0,0.0,1281.330668,1281.330668
